"RowId","YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","DataValueTypeID","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","Geolocation","ClassID","TopicID","QuestionID","LocationID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2"
"BRFSS~2021~2021~13~Q45~TOC13~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2021~2021~13~Q41~TCC03~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Need assistance with day-to-day activities because of subjective cognitive decline or memory loss","Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities","%","PRCTG","Percentage","33.3","33.3",,,"26.2","41.2","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C06","TCC03","Q41","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q44~TOC12~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Severe joint pain among older adults with arthritis","Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC12","Q44","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2021~2021~13~Q35~TOC03~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean","5.3","5.3",,,"4.2","6.5","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2021~13~Q46~TOC10~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)","%","PRCTG","Percentage","32.4","32.4",,,"28.4","36.7","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C01","TOC10","Q46","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2021~13~Q17~TAC01~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage","19.6","19.6",,,"15.9","23.8","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","5064","SEX","MALE"
"BRFSS~2021~2021~13~Q43~TOC11~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Arthritis among older adults","Percentage of older adults ever told they have arthritis","%","PRCTG","Percentage","43.2","43.2",,,"39.0","47.4","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC11","Q43","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2021~2021~13~Q04~TOC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Taking medication for high blood pressure","Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure","%","PRCTG","Percentage","88.7","88.7",,,"73.3","95.7","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC04","Q04","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2021~2021~13~Q01~TNC01~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 2 or more fruits daily","Percentage of older adults who are eating 2 or more fruits daily","%","PRCTG","Percentage","37.2","37.2",,,"32.5","42.2","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC01","Q01","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2021~13~Q08~TOC01~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.0","5.0",,,"4.6","5.5","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2021~2022~13~Q37~TGC02~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","19.4","19.4",,,"15.0","24.8","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","5064","SEX","MALE"
"BRFSS~2021~2021~13~Q22~TSC07~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","High blood pressure ever","Percentage of older adults who have ever been told by a health professional that they have high blood pressure","%","PRCTG","Percentage","55.7","55.7",,,"37.3","72.7","Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC07","Q22","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2021~2021~13~Q45~TOC13~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","34.0","34.0",,,"28.8","39.6","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2021~13~Q42~TCC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Talked with health care professional about subjective cognitive decline or memory loss","Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it","%","PRCTG","Percentage",,,"~","No Data Available",,,"Age Group","65 years or older","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C06","TCC04","Q42","13","AGE","65PLUS","RACE","ASN"
"BRFSS~2021~2021~13~Q43~TOC11~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Arthritis among older adults","Percentage of older adults ever told they have arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC11","Q43","13","AGE","5064","RACE","HIS"
"BRFSS~2021~2022~13~Q40~TGC05~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage","25.5","25.5",,,"21.1","30.3","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2021~2021~13~Q31~TCC02~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Functional difficulties associated with subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores","%","PRCTG","Percentage","42.8","42.8",,,"33.7","52.4","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C06","TCC02","Q31","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2021~2022~13~Q38~TGC03~AGE~OVERALL","2021","2022","GA","Georgia","BRFSS","Caregiving","Duration of caregiving among older adults","Percentage of older adults who provided care to a friend or family member for six months or more","%","PRCTG","Percentage","72.8","72.8",,,"68.7","76.6","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C07","TGC03","Q38","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q14~TSC06~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Cholesterol checked in past 5 years","Percentage of older adults who had a cholesterol screening within the past 5 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C03","TSC06","Q14","13","AGE","AGE_OVERALL","RACE","NAA"
"BRFSS~2021~2021~13~Q04~TOC04~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Taking medication for high blood pressure","Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure","%","PRCTG","Percentage","93.4","93.4",,,"91.5","94.9","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C01","TOC04","Q04","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2021~2021~13~Q08~TOC01~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.1","5.1",,,"4.3","5.8","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2021~13~Q14~TSC06~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Cholesterol checked in past 5 years","Percentage of older adults who had a cholesterol screening within the past 5 years","%","PRCTG","Percentage","99.2","99.2",,,"98.6","99.6","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C03","TSC06","Q14","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2021~2021~13~Q45~TOC13~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","42.9","42.9",,,"33.4","52.8","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","5064","RACE","BLK"
"BRFSS~2021~2021~13~Q33~TOC08~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage","73.2","73.2",,,"69.5","76.6","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2021~13~Q35~TOC03~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean","6.3","6.3",,,"5.7","6.9","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q45~TOC13~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","34.2","34.2",,,"31.3","37.1","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q14~TSC06~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Cholesterol checked in past 5 years","Percentage of older adults who had a cholesterol screening within the past 5 years","%","PRCTG","Percentage","95.6","95.6",,,"93.4","97.1","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C03","TSC06","Q14","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2021~13~Q18~TSC08~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","37.2","37.2",,,"31.6","43.2","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","5064","RACE","BLK"
"BRFSS~2021~2021~13~Q09~TSC09~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","40.8","40.8",,,"34.0","48.0","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2021~13~Q17~TAC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2021~2021~13~Q21~TAC03~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage","11.6","11.6",,,"9.7","13.8","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q04~TOC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Taking medication for high blood pressure","Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure","%","PRCTG","Percentage","87.5","87.5",,,"83.5","90.7","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC04","Q04","13","AGE","5064","RACE","WHT"
"BRFSS~2021~2021~13~Q43~TOC11~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Arthritis among older adults","Percentage of older adults ever told they have arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC11","Q43","13","AGE","5064","RACE","NAA"
"BRFSS~2021~2021~13~Q04~TOC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Taking medication for high blood pressure","Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC04","Q04","13","AGE","5064","RACE","HIS"
"BRFSS~2021~2022~13~Q37~TGC02~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","17.2","17.2",,,"14.2","20.7","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2021~2021~13~Q09~TSC09~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","59.1","59.1",,,"56.7","61.5","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q18~TSC08~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","61.0","61.0",,,"57.0","65.0","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2021~13~Q08~TOC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","4.7","4.7",,,"4.3","5.1","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2021~2021~13~Q16~TNC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","35.1","35.1",,,"29.4","41.1","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","5064","RACE","BLK"
"BRFSS~2021~2021~13~Q30~TCC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C06","TCC01","Q30","13","AGE","AGE_OVERALL","RACE","NAA"
"BRFSS~2021~2021~13~Q27~TMC03~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Mental Health","Lifetime diagnosis of depression","Percentage of older adults with a lifetime diagnosis of depression","%","PRCTG","Percentage","11.5","11.5",,,"10.1","13.0","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C05","TMC03","Q27","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q30~TCC01~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months","%","PRCTG","Percentage","12.8","12.8",,,"11.5","14.3","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C06","TCC01","Q30","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q17~TAC01~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage","17.1","17.1",,,"13.9","20.8","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2022~13~Q40~TGC05~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage","25.0","25.0",,,"19.3","31.7","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2021~2021~13~Q30~TCC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C06","TCC01","Q30","13","AGE","5064","RACE","ASN"
"BRFSS~2021~2021~13~Q13~TNC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","51.6","51.6",,,"45.2","57.9","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","RACE","BLK"
"BRFSS~2021~2022~13~Q37~TGC02~AGE~OVERALL","2021","2022","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","13.8","13.8",,,"11.7","16.2","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q43~TOC11~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Arthritis among older adults","Percentage of older adults ever told they have arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC11","Q43","13","AGE","65PLUS","RACE","ASN"
"BRFSS~2021~2021~13~Q31~TCC02~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Functional difficulties associated with subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores","%","PRCTG","Percentage","29.4","29.4",,,"20.2","40.7","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C06","TCC02","Q31","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2021~13~Q41~TCC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Need assistance with day-to-day activities because of subjective cognitive decline or memory loss","Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C06","TCC03","Q41","13","AGE","5064","RACE","NAA"
"BRFSS~2021~2021~13~Q16~TNC03~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","32.3","32.3",,,"28.7","36.2","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2022~13~Q39~TGC04~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Intensity of caregiving among older adults","Average of 20 or more hours of care per week provided to a friend or family member","%","PRCTG","Percentage","24.7","24.7",,,"16.2","35.7","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC04","Q39","13","AGE","5064","SEX","MALE"
"BRFSS~2021~2021~13~Q35~TOC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean","7.1","7.1",,,"5.1","9.1","Age Group","65 years or older","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","65PLUS","RACE","BLK"
"BRFSS~2021~2021~13~Q27~TMC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Mental Health","Lifetime diagnosis of depression","Percentage of older adults with a lifetime diagnosis of depression","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C05","TMC03","Q27","13","AGE","5064","RACE","HIS"
"BRFSS~2021~2021~13~Q43~TOC11~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Arthritis among older adults","Percentage of older adults ever told they have arthritis","%","PRCTG","Percentage","39.2","39.2",,,"36.3","42.2","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC11","Q43","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2021~2022~13~Q36~TGC01~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage","26.2","26.2",,,"23.8","28.8","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2021~2021~13~Q42~TCC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Talked with health care professional about subjective cognitive decline or memory loss","Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it","%","PRCTG","Percentage","44.4","44.4",,,"33.4","56.0","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC04","Q42","13","AGE","5064","RACE","WHT"
"BRFSS~2021~2021~13~Q22~TSC07~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","High blood pressure ever","Percentage of older adults who have ever been told by a health professional that they have high blood pressure","%","PRCTG","Percentage","54.9","54.9",,,"50.4","59.4","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC07","Q22","13","AGE","5064","SEX","MALE"
"BRFSS~2021~2021~13~Q22~TSC07~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","High blood pressure ever","Percentage of older adults who have ever been told by a health professional that they have high blood pressure","%","PRCTG","Percentage","49.8","49.8",,,"46.7","52.8","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC07","Q22","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2021~2022~13~Q40~TGC05~AGE~OVERALL","2021","2022","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage","24.2","24.2",,,"19.8","29.1","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q35~TOC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","65PLUS","RACE","NAA"
"BRFSS~2021~2021~13~Q01~TNC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 2 or more fruits daily","Percentage of older adults who are eating 2 or more fruits daily","%","PRCTG","Percentage","47.0","47.0",,,"30.7","64.0","Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC01","Q01","13","AGE","5064","RACE","HIS"
